bid;ask;tick;SpreadNominal;SpreadTick;Symbol;time;instrument
 1733,80; 1737,00;0,10;  3,20; 32;OROJul20;2020-06-11T18:50:00Z;ORO
59030,00;59060,00;5,00; 30,00;  6;RFX20Jun20;2020-06-11T18:50:00Z;RFX20
   36,10;   36,20;0,01;  0,10; 10;WTIJul20;2020-06-11T18:50:00Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:50:09Z;DO
  119,80;  120,00;0,05;  0,20;  4;GGALJun20;2020-06-11T18:50:09Z;GGAL
 1734,00; 1737,00;0,10;  3,00; 30;OROJul20;2020-06-11T18:50:09Z;ORO
59030,00;59075,00;5,00; 45,00;  9;RFX20Jun20;2020-06-11T18:50:09Z;RFX20
   36,10;   36,20;0,01;  0,10; 10;WTIJul20;2020-06-11T18:50:09Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:50:18Z;DO
  119,80;  120,00;0,05;  0,20;  4;GGALJun20;2020-06-11T18:50:18Z;GGAL
 1733,90; 1737,00;0,10;  3,10; 31;OROJul20;2020-06-11T18:50:18Z;ORO
59005,00;59075,00;5,00; 70,00; 14;RFX20Jun20;2020-06-11T18:50:18Z;RFX20
   36,10;   36,20;0,01;  0,10; 10;WTIJul20;2020-06-11T18:50:18Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:50:26Z;DO
  119,80;  120,00;0,05;  0,20;  4;GGALJun20;2020-06-11T18:50:26Z;GGAL
 1734,00; 1737,00;0,10;  3,00; 30;OROJul20;2020-06-11T18:50:26Z;ORO
59015,00;59075,00;5,00; 60,00; 12;RFX20Jun20;2020-06-11T18:50:26Z;RFX20
   36,10;   36,20;0,01;  0,10; 10;WTIJul20;2020-06-11T18:50:26Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:50:34Z;DO
  119,80;  120,00;0,05;  0,20;  4;GGALJun20;2020-06-11T18:50:34Z;GGAL
 1733,80; 1737,00;0,10;  3,20; 32;OROJul20;2020-06-11T18:50:34Z;ORO
59005,00;59070,00;5,00; 65,00; 13;RFX20Jun20;2020-06-11T18:50:34Z;RFX20
   36,10;   36,20;0,01;  0,10; 10;WTIJul20;2020-06-11T18:50:34Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:50:42Z;DO
  119,80;  120,00;0,05;  0,20;  4;GGALJun20;2020-06-11T18:50:42Z;GGAL
 1733,80; 1737,00;0,10;  3,20; 32;OROJul20;2020-06-11T18:50:42Z;ORO
59005,00;59045,00;5,00; 40,00;  8;RFX20Jun20;2020-06-11T18:50:42Z;RFX20
   36,10;   36,20;0,01;  0,10; 10;WTIJul20;2020-06-11T18:50:42Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:50:51Z;DO
  119,80;  120,00;0,05;  0,20;  4;GGALJun20;2020-06-11T18:50:51Z;GGAL
 1733,80; 1737,00;0,10;  3,20; 32;OROJul20;2020-06-11T18:50:51Z;ORO
58945,00;59000,00;5,00; 55,00; 11;RFX20Jun20;2020-06-11T18:50:51Z;RFX20
   36,10;   36,20;0,01;  0,10; 10;WTIJul20;2020-06-11T18:50:51Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:51:00Z;DO
  119,85;  120,00;0,05;  0,15;  3;GGALJun20;2020-06-11T18:51:00Z;GGAL
 1733,90; 1737,00;0,10;  3,10; 31;OROJul20;2020-06-11T18:51:00Z;ORO
58945,00;58995,00;5,00; 50,00; 10;RFX20Jun20;2020-06-11T18:51:00Z;RFX20
   36,10;   36,20;0,01;  0,10; 10;WTIJul20;2020-06-11T18:51:00Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:51:09Z;DO
  119,85;  120,00;0,05;  0,15;  3;GGALJun20;2020-06-11T18:51:09Z;GGAL
 1734,10; 1737,00;0,10;  2,90; 29;OROJul20;2020-06-11T18:51:09Z;ORO
58960,00;59000,00;5,00; 40,00;  8;RFX20Jun20;2020-06-11T18:51:09Z;RFX20
   36,10;   36,20;0,01;  0,10; 10;WTIJul20;2020-06-11T18:51:09Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:51:18Z;DO
  119,85;  120,00;0,05;  0,15;  3;GGALJun20;2020-06-11T18:51:18Z;GGAL
 1734,20; 1737,00;0,10;  2,80; 28;OROJul20;2020-06-11T18:51:18Z;ORO
58965,00;59000,00;5,00; 35,00;  7;RFX20Jun20;2020-06-11T18:51:18Z;RFX20
   36,10;   36,20;0,01;  0,10; 10;WTIJul20;2020-06-11T18:51:18Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:51:26Z;DO
  119,85;  120,00;0,05;  0,15;  3;GGALJun20;2020-06-11T18:51:26Z;GGAL
 1734,20; 1737,00;0,10;  2,80; 28;OROJul20;2020-06-11T18:51:26Z;ORO
59000,00;59045,00;5,00; 45,00;  9;RFX20Jun20;2020-06-11T18:51:26Z;RFX20
   36,10;   36,20;0,01;  0,10; 10;WTIJul20;2020-06-11T18:51:26Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:51:35Z;DO
  119,85;  120,00;0,05;  0,15;  3;GGALJun20;2020-06-11T18:51:35Z;GGAL
 1734,30; 1737,00;0,10;  2,70; 27;OROJul20;2020-06-11T18:51:35Z;ORO
59000,00;59045,00;5,00; 45,00;  9;RFX20Jun20;2020-06-11T18:51:35Z;RFX20
   36,10;   36,20;0,01;  0,10; 10;WTIJul20;2020-06-11T18:51:35Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:51:43Z;DO
  119,85;  120,00;0,05;  0,15;  3;GGALJun20;2020-06-11T18:51:43Z;GGAL
 1734,40; 1737,00;0,10;  2,60; 26;OROJul20;2020-06-11T18:51:43Z;ORO
58965,00;59000,00;5,00; 35,00;  7;RFX20Jun20;2020-06-11T18:51:43Z;RFX20
   36,10;   36,20;0,01;  0,10; 10;WTIJul20;2020-06-11T18:51:43Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:51:53Z;DO
  119,90;  120,00;0,05;  0,10;  2;GGALJun20;2020-06-11T18:51:53Z;GGAL
 1734,10; 1737,00;0,10;  2,90; 29;OROJul20;2020-06-11T18:51:53Z;ORO
58945,00;59000,00;5,00; 55,00; 11;RFX20Jun20;2020-06-11T18:51:53Z;RFX20
   35,82;   36,00;0,01;  0,18; 18;WTIJul20;2020-06-11T18:51:53Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:52:02Z;DO
  119,85;  120,00;0,05;  0,15;  3;GGALJun20;2020-06-11T18:52:02Z;GGAL
 1733,80; 1737,00;0,10;  3,20; 32;OROJul20;2020-06-11T18:52:02Z;ORO
58915,00;58940,00;5,00; 25,00;  5;RFX20Jun20;2020-06-11T18:52:02Z;RFX20
   35,83;   36,00;0,01;  0,17; 17;WTIJul20;2020-06-11T18:52:02Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:52:11Z;DO
  119,80;  120,00;0,05;  0,20;  4;GGALJun20;2020-06-11T18:52:11Z;GGAL
 1733,70; 1737,00;0,10;  3,30; 33;OROJul20;2020-06-11T18:52:11Z;ORO
58915,00;58920,00;5,00;  5,00;  1;RFX20Jun20;2020-06-11T18:52:11Z;RFX20
   35,84;   36,00;0,01;  0,16; 16;WTIJul20;2020-06-11T18:52:11Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:52:19Z;DO
  119,80;  120,00;0,05;  0,20;  4;GGALJun20;2020-06-11T18:52:19Z;GGAL
 1733,30; 1737,00;0,10;  3,70; 37;OROJul20;2020-06-11T18:52:19Z;ORO
58920,00;58940,00;5,00; 20,00;  4;RFX20Jun20;2020-06-11T18:52:19Z;RFX20
   35,84;   36,00;0,01;  0,16; 16;WTIJul20;2020-06-11T18:52:19Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:52:28Z;DO
  119,80;  120,00;0,05;  0,20;  4;GGALJun20;2020-06-11T18:52:28Z;GGAL
 1733,30; 1737,00;0,10;  3,70; 37;OROJul20;2020-06-11T18:52:28Z;ORO
58890,00;58900,00;5,00; 10,00;  2;RFX20Jun20;2020-06-11T18:52:28Z;RFX20
   35,84;   36,00;0,01;  0,16; 16;WTIJul20;2020-06-11T18:52:28Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:52:36Z;DO
  119,80;  120,00;0,05;  0,20;  4;GGALJun20;2020-06-11T18:52:36Z;GGAL
 1733,30; 1737,00;0,10;  3,70; 37;OROJul20;2020-06-11T18:52:36Z;ORO
58820,00;58875,00;5,00; 55,00; 11;RFX20Jun20;2020-06-11T18:52:36Z;RFX20
   35,86;   36,00;0,01;  0,14; 14;WTIJul20;2020-06-11T18:52:36Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:52:45Z;DO
  119,80;  120,00;0,05;  0,20;  4;GGALJun20;2020-06-11T18:52:45Z;GGAL
 1733,30; 1737,00;0,10;  3,70; 37;OROJul20;2020-06-11T18:52:45Z;ORO
58840,00;58875,00;5,00; 35,00;  7;RFX20Jun20;2020-06-11T18:52:45Z;RFX20
   35,86;   36,00;0,01;  0,14; 14;WTIJul20;2020-06-11T18:52:45Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:52:54Z;DO
  119,70;  119,95;0,05;  0,25;  5;GGALJun20;2020-06-11T18:52:54Z;GGAL
 1733,40; 1737,00;0,10;  3,60; 36;OROJul20;2020-06-11T18:52:54Z;ORO
58840,00;58940,00;5,00;100,00; 20;RFX20Jun20;2020-06-11T18:52:54Z;RFX20
   35,84;   36,00;0,01;  0,16; 16;WTIJul20;2020-06-11T18:52:54Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:53:03Z;DO
  119,70;  119,95;0,05;  0,25;  5;GGALJun20;2020-06-11T18:53:03Z;GGAL
 1733,20; 1737,00;0,10;  3,80; 38;OROJul20;2020-06-11T18:53:03Z;ORO
58840,00;58940,00;5,00;100,00; 20;RFX20Jun20;2020-06-11T18:53:03Z;RFX20
   35,84;   36,00;0,01;  0,16; 16;WTIJul20;2020-06-11T18:53:03Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:53:12Z;DO
  119,70;  119,80;0,05;  0,10;  2;GGALJun20;2020-06-11T18:53:12Z;GGAL
 1733,10; 1738,10;0,10;  5,00; 50;OROJul20;2020-06-11T18:53:12Z;ORO
58845,00;58900,00;5,00; 55,00; 11;RFX20Jun20;2020-06-11T18:53:12Z;RFX20
   35,84;   36,00;0,01;  0,16; 16;WTIJul20;2020-06-11T18:53:12Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:53:21Z;DO
  119,60;  119,80;0,05;  0,20;  4;GGALJun20;2020-06-11T18:53:21Z;GGAL
 1732,90; 1737,90;0,10;  5,00; 50;OROJul20;2020-06-11T18:53:21Z;ORO
58855,00;58900,00;5,00; 45,00;  9;RFX20Jun20;2020-06-11T18:53:21Z;RFX20
   35,84;   36,20;0,01;  0,36; 36;WTIJul20;2020-06-11T18:53:21Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:53:31Z;DO
  119,60;  119,70;0,05;  0,10;  2;GGALJun20;2020-06-11T18:53:31Z;GGAL
 1733,00; 1738,00;0,10;  5,00; 50;OROJul20;2020-06-11T18:53:31Z;ORO
58840,00;58895,00;5,00; 55,00; 11;RFX20Jun20;2020-06-11T18:53:31Z;RFX20
   35,80;   35,84;0,01;  0,04;  4;WTIJul20;2020-06-11T18:53:31Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:53:39Z;DO
  119,60;  119,70;0,05;  0,10;  2;GGALJun20;2020-06-11T18:53:39Z;GGAL
 1732,80; 1737,80;0,10;  5,00; 50;OROJul20;2020-06-11T18:53:39Z;ORO
58855,00;58895,00;5,00; 40,00;  8;RFX20Jun20;2020-06-11T18:53:39Z;RFX20
   35,80;   36,20;0,01;  0,40; 40;WTIJul20;2020-06-11T18:53:39Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:53:48Z;DO
  119,50;  119,60;0,05;  0,10;  2;GGALJun20;2020-06-11T18:53:48Z;GGAL
 1732,80; 1737,80;0,10;  5,00; 50;OROJul20;2020-06-11T18:53:48Z;ORO
58825,00;58895,00;5,00; 70,00; 14;RFX20Jun20;2020-06-11T18:53:48Z;RFX20
   35,80;   36,20;0,01;  0,40; 40;WTIJul20;2020-06-11T18:53:48Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:53:57Z;DO
  119,45;  119,60;0,05;  0,15;  3;GGALJun20;2020-06-11T18:53:57Z;GGAL
 1732,80; 1737,80;0,10;  5,00; 50;OROJul20;2020-06-11T18:53:57Z;ORO
58770,00;58800,00;5,00; 30,00;  6;RFX20Jun20;2020-06-11T18:53:57Z;RFX20
   35,76;   35,80;0,01;  0,04;  4;WTIJul20;2020-06-11T18:53:57Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:54:05Z;DO
  119,50;  119,60;0,05;  0,10;  2;GGALJun20;2020-06-11T18:54:05Z;GGAL
 1733,20; 1738,20;0,10;  5,00; 50;OROJul20;2020-06-11T18:54:05Z;ORO
58720,00;58800,00;5,00; 80,00; 16;RFX20Jun20;2020-06-11T18:54:05Z;RFX20
   35,77;   36,00;0,01;  0,23; 23;WTIJul20;2020-06-11T18:54:05Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:54:16Z;DO
  119,35;  119,70;0,05;  0,35;  7;GGALJun20;2020-06-11T18:54:16Z;GGAL
 1733,50; 1738,50;0,10;  5,00; 50;OROJul20;2020-06-11T18:54:16Z;ORO
58745,00;58800,00;5,00; 55,00; 11;RFX20Jun20;2020-06-11T18:54:16Z;RFX20
   35,79;   36,00;0,01;  0,21; 21;WTIJul20;2020-06-11T18:54:16Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:54:25Z;DO
  119,05;  119,55;0,05;  0,50; 10;GGALJun20;2020-06-11T18:54:25Z;GGAL
 1733,60; 1738,50;0,10;  4,90; 49;OROJul20;2020-06-11T18:54:25Z;ORO
58700,00;58710,00;5,00; 10,00;  2;RFX20Jun20;2020-06-11T18:54:25Z;RFX20
   35,80;   35,98;0,01;  0,18; 18;WTIJul20;2020-06-11T18:54:25Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:54:35Z;DO
  118,90;  119,00;0,05;  0,10;  2;GGALJun20;2020-06-11T18:54:35Z;GGAL
 1733,70; 1738,70;0,10;  5,00; 50;OROJul20;2020-06-11T18:54:35Z;ORO
58600,00;58695,00;5,00; 95,00; 19;RFX20Jun20;2020-06-11T18:54:35Z;RFX20
   35,74;   35,98;0,01;  0,24; 24;WTIJul20;2020-06-11T18:54:35Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:54:46Z;DO
  118,90;  119,45;0,05;  0,55; 11;GGALJun20;2020-06-11T18:54:46Z;GGAL
 1733,60; 1738,60;0,10;  5,00; 50;OROJul20;2020-06-11T18:54:46Z;ORO
58610,00;58690,00;5,00; 80,00; 16;RFX20Jun20;2020-06-11T18:54:46Z;RFX20
   35,75;   35,98;0,01;  0,23; 23;WTIJul20;2020-06-11T18:54:46Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:54:56Z;DO
  119,10;  119,15;0,05;  0,05;  1;GGALJun20;2020-06-11T18:54:56Z;GGAL
 1733,60; 1738,60;0,10;  5,00; 50;OROJul20;2020-06-11T18:54:56Z;ORO
58615,00;58690,00;5,00; 75,00; 15;RFX20Jun20;2020-06-11T18:54:56Z;RFX20
   35,76;   35,90;0,01;  0,14; 14;WTIJul20;2020-06-11T18:54:56Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:55:06Z;DO
  119,00;  119,10;0,05;  0,10;  2;GGALJun20;2020-06-11T18:55:06Z;GGAL
 1733,40; 1738,40;0,10;  5,00; 50;OROJul20;2020-06-11T18:55:06Z;ORO
58515,00;58645,00;5,00;130,00; 26;RFX20Jun20;2020-06-11T18:55:06Z;RFX20
   35,74;   35,90;0,01;  0,16; 16;WTIJul20;2020-06-11T18:55:06Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:55:16Z;DO
  118,90;  119,10;0,05;  0,20;  4;GGALJun20;2020-06-11T18:55:16Z;GGAL
 1733,40; 1738,40;0,10;  5,00; 50;OROJul20;2020-06-11T18:55:16Z;ORO
58450,00;58495,00;5,00; 45,00;  9;RFX20Jun20;2020-06-11T18:55:16Z;RFX20
   35,75;   35,90;0,01;  0,15; 15;WTIJul20;2020-06-11T18:55:16Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:55:24Z;DO
  118,90;  119,10;0,05;  0,20;  4;GGALJun20;2020-06-11T18:55:24Z;GGAL
 1733,40; 1738,40;0,10;  5,00; 50;OROJul20;2020-06-11T18:55:24Z;ORO
58400,00;58450,00;5,00; 50,00; 10;RFX20Jun20;2020-06-11T18:55:24Z;RFX20
   35,75;   35,90;0,01;  0,15; 15;WTIJul20;2020-06-11T18:55:24Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:55:33Z;DO
  118,75;  118,90;0,05;  0,15;  3;GGALJun20;2020-06-11T18:55:33Z;GGAL
 1733,40; 1738,40;0,10;  5,00; 50;OROJul20;2020-06-11T18:55:33Z;ORO
58410,00;58495,00;5,00; 85,00; 17;RFX20Jun20;2020-06-11T18:55:33Z;RFX20
   35,75;   35,90;0,01;  0,15; 15;WTIJul20;2020-06-11T18:55:33Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:55:41Z;DO
  118,65;  119,10;0,05;  0,45;  9;GGALJun20;2020-06-11T18:55:41Z;GGAL
 1733,40; 1738,20;0,10;  4,80; 48;OROJul20;2020-06-11T18:55:41Z;ORO
58460,00;58570,00;5,00;110,00; 22;RFX20Jun20;2020-06-11T18:55:41Z;RFX20
   35,75;   35,90;0,01;  0,15; 15;WTIJul20;2020-06-11T18:55:41Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:55:50Z;DO
  118,65;  119,00;0,05;  0,35;  7;GGALJun20;2020-06-11T18:55:50Z;GGAL
 1733,20; 1738,20;0,10;  5,00; 50;OROJul20;2020-06-11T18:55:50Z;ORO
58510,00;58590,00;5,00; 80,00; 16;RFX20Jun20;2020-06-11T18:55:50Z;RFX20
   35,76;   35,90;0,01;  0,14; 14;WTIJul20;2020-06-11T18:55:50Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:55:59Z;DO
  118,50;  119,00;0,05;  0,50; 10;GGALJun20;2020-06-11T18:55:59Z;GGAL
 1733,30; 1738,30;0,10;  5,00; 50;OROJul20;2020-06-11T18:55:59Z;ORO
58610,00;58650,00;5,00; 40,00;  8;RFX20Jun20;2020-06-11T18:55:59Z;RFX20
   35,78;   35,90;0,01;  0,12; 12;WTIJul20;2020-06-11T18:55:59Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:56:08Z;DO
  118,50;  118,85;0,05;  0,35;  7;GGALJun20;2020-06-11T18:56:08Z;GGAL
 1733,20; 1738,20;0,10;  5,00; 50;OROJul20;2020-06-11T18:56:08Z;ORO
58610,00;58685,00;5,00; 75,00; 15;RFX20Jun20;2020-06-11T18:56:08Z;RFX20
   35,79;   35,90;0,01;  0,11; 11;WTIJul20;2020-06-11T18:56:08Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:56:17Z;DO
  118,60;  119,00;0,05;  0,40;  8;GGALJun20;2020-06-11T18:56:17Z;GGAL
 1733,40; 1738,40;0,10;  5,00; 50;OROJul20;2020-06-11T18:56:17Z;ORO
58630,00;58970,00;5,00;340,00; 68;RFX20Jun20;2020-06-11T18:56:17Z;RFX20
   35,80;   35,90;0,01;  0,10; 10;WTIJul20;2020-06-11T18:56:17Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:56:26Z;DO
  118,60;  118,70;0,05;  0,10;  2;GGALJun20;2020-06-11T18:56:26Z;GGAL
 1733,40; 1738,40;0,10;  5,00; 50;OROJul20;2020-06-11T18:56:26Z;ORO
58650,00;58885,00;5,00;235,00; 47;RFX20Jun20;2020-06-11T18:56:26Z;RFX20
   35,77;   35,90;0,01;  0,13; 13;WTIJul20;2020-06-11T18:56:26Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:56:34Z;DO
  118,60;  118,70;0,05;  0,10;  2;GGALJun20;2020-06-11T18:56:34Z;GGAL
 1733,70; 1738,70;0,10;  5,00; 50;OROJul20;2020-06-11T18:56:34Z;ORO
58660,00;58845,00;5,00;185,00; 37;RFX20Jun20;2020-06-11T18:56:34Z;RFX20
   35,77;   35,90;0,01;  0,13; 13;WTIJul20;2020-06-11T18:56:34Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:56:42Z;DO
  118,50;  119,00;0,05;  0,50; 10;GGALJun20;2020-06-11T18:56:42Z;GGAL
 1733,50; 1738,50;0,10;  5,00; 50;OROJul20;2020-06-11T18:56:42Z;ORO
58660,00;58830,00;5,00;170,00; 34;RFX20Jun20;2020-06-11T18:56:42Z;RFX20
   35,76;   35,90;0,01;  0,14; 14;WTIJul20;2020-06-11T18:56:42Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:56:51Z;DO
  118,55;  119,00;0,05;  0,45;  9;GGALJun20;2020-06-11T18:56:51Z;GGAL
 1733,50; 1738,50;0,10;  5,00; 50;OROJul20;2020-06-11T18:56:51Z;ORO
58655,00;58660,00;5,00;  5,00;  1;RFX20Jun20;2020-06-11T18:56:51Z;RFX20
   35,76;   35,90;0,01;  0,14; 14;WTIJul20;2020-06-11T18:56:51Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:56:59Z;DO
  118,55;  119,00;0,05;  0,45;  9;GGALJun20;2020-06-11T18:56:59Z;GGAL
 1734,10; 1739,10;0,10;  5,00; 50;OROJul20;2020-06-11T18:56:59Z;ORO
58650,00;58660,00;5,00; 10,00;  2;RFX20Jun20;2020-06-11T18:56:59Z;RFX20
   35,76;   35,90;0,01;  0,14; 14;WTIJul20;2020-06-11T18:56:59Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:57:08Z;DO
  118,55;  119,00;0,05;  0,45;  9;GGALJun20;2020-06-11T18:57:08Z;GGAL
 1734,10; 1739,10;0,10;  5,00; 50;OROJul20;2020-06-11T18:57:08Z;ORO
58700,00;58750,00;5,00; 50,00; 10;RFX20Jun20;2020-06-11T18:57:08Z;RFX20
   35,76;   35,90;0,01;  0,14; 14;WTIJul20;2020-06-11T18:57:08Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:57:17Z;DO
  118,55;  119,00;0,05;  0,45;  9;GGALJun20;2020-06-11T18:57:17Z;GGAL
 1734,20; 1739,10;0,10;  4,90; 49;OROJul20;2020-06-11T18:57:17Z;ORO
58710,00;58750,00;5,00; 40,00;  8;RFX20Jun20;2020-06-11T18:57:17Z;RFX20
   35,76;   35,90;0,01;  0,14; 14;WTIJul20;2020-06-11T18:57:17Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:57:26Z;DO
  118,50;  119,00;0,05;  0,50; 10;GGALJun20;2020-06-11T18:57:26Z;GGAL
 1734,20; 1739,00;0,10;  4,80; 48;OROJul20;2020-06-11T18:57:26Z;ORO
58700,00;58750,00;5,00; 50,00; 10;RFX20Jun20;2020-06-11T18:57:26Z;RFX20
   35,79;   35,90;0,01;  0,11; 11;WTIJul20;2020-06-11T18:57:26Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:57:36Z;DO
  118,50;  119,00;0,05;  0,50; 10;GGALJun20;2020-06-11T18:57:36Z;GGAL
 1733,80; 1738,80;0,10;  5,00; 50;OROJul20;2020-06-11T18:57:36Z;ORO
58700,00;58745,00;5,00; 45,00;  9;RFX20Jun20;2020-06-11T18:57:36Z;RFX20
   35,78;   35,90;0,01;  0,12; 12;WTIJul20;2020-06-11T18:57:36Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:57:45Z;DO
  118,50;  119,00;0,05;  0,50; 10;GGALJun20;2020-06-11T18:57:45Z;GGAL
 1733,70; 1738,70;0,10;  5,00; 50;OROJul20;2020-06-11T18:57:45Z;ORO
58705,00;58750,00;5,00; 45,00;  9;RFX20Jun20;2020-06-11T18:57:45Z;RFX20
   35,90;   36,00;0,01;  0,10; 10;WTIJul20;2020-06-11T18:57:45Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:57:53Z;DO
  118,60;  119,00;0,05;  0,40;  8;GGALJun20;2020-06-11T18:57:53Z;GGAL
 1734,00; 1739,00;0,10;  5,00; 50;OROJul20;2020-06-11T18:57:53Z;ORO
58730,00;58755,00;5,00; 25,00;  5;RFX20Jun20;2020-06-11T18:57:53Z;RFX20
   35,90;   36,00;0,01;  0,10; 10;WTIJul20;2020-06-11T18:57:53Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:58:01Z;DO
  118,60;  119,00;0,05;  0,40;  8;GGALJun20;2020-06-11T18:58:01Z;GGAL
 1733,70; 1738,70;0,10;  5,00; 50;OROJul20;2020-06-11T18:58:01Z;ORO
58705,00;58750,00;5,00; 45,00;  9;RFX20Jun20;2020-06-11T18:58:01Z;RFX20
   35,76;   35,90;0,01;  0,14; 14;WTIJul20;2020-06-11T18:58:01Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:58:10Z;DO
  118,60;  119,00;0,05;  0,40;  8;GGALJun20;2020-06-11T18:58:10Z;GGAL
 1733,70; 1738,70;0,10;  5,00; 50;OROJul20;2020-06-11T18:58:10Z;ORO
58710,00;58795,00;5,00; 85,00; 17;RFX20Jun20;2020-06-11T18:58:10Z;RFX20
   35,76;   35,90;0,01;  0,14; 14;WTIJul20;2020-06-11T18:58:10Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:58:19Z;DO
  118,60;  119,00;0,05;  0,40;  8;GGALJun20;2020-06-11T18:58:19Z;GGAL
 1734,10; 1739,10;0,10;  5,00; 50;OROJul20;2020-06-11T18:58:19Z;ORO
58700,00;58705,00;5,00;  5,00;  1;RFX20Jun20;2020-06-11T18:58:19Z;RFX20
   35,76;   35,89;0,01;  0,13; 13;WTIJul20;2020-06-11T18:58:19Z;WTI
   70,42;   70,47;0,01;  0,05;  5;DOJun20A;2020-06-11T18:58:28Z;DO
  118,65;  119,00;0,05;  0,35;  7;GGALJun20;2020-06-11T18:58:28Z;GGAL
 1734,00; 1739,00;0,10;  5,00; 50;OROJul20;2020-06-11T18:58:28Z;ORO
